"obs","id","time","strawberry","blueberry","pina.colada","plain","mixed.berry","price"
1333,"2125443",10103,1,0,1,0,0,65.04
1334,"2125443",10119,0,1,0,0,0,68.96
1335,"2125443",10123,0,0,1,0,0,68.96
1336,"2125443",10167,0,0,1,0,0,68.96
1338,"2125443",10279,0,0,1,0,0,68.96
1340,"2125443",10392,0,0,1,0,0,50
1341,"2125609",10029,0,0,0,1,0,65.04
1342,"2125609",10110,2,0,0,0,0,33.04
1343,"2125658",9792,1,0,1,0,0,65.04
1344,"2125658",9932,0,0,0,0,1,50
1345,"2125658",9986,0,0,1,0,0,65.04
1346,"2126102",9773,2,0,0,0,2,39.04
1347,"2126102",9811,2,0,0,0,0,39.04
1348,"2126102",9993,1,0,0,0,0,48.96
1351,"2126292",9732,0,0,1,0,0,58.96
1352,"2126292",9767,0,0,1,0,0,58.96
1353,"2126292",10173,0,0,1,0,0,39.04
1354,"2126292",10180,0,0,3,0,0,68.96
1355,"2126292",10218,0,0,1,0,0,68.96
1356,"2126292",10271,0,0,1,0,0,58.96
1357,"2126292",10285,0,0,1,0,0,68.96
1358,"2126292",10306,0,0,2,0,0,68.96
1359,"2126490",10177,4,0,1,0,0,68.96
1360,"2126490",10397,4,0,0,0,0,68.96
1361,"2126532",10116,1,0,0,0,0,50
1362,"2126532",10124,1,0,0,0,0,50
1363,"2126532",10151,0,0,0,0,6,33.36
1364,"2126532",10172,0,0,0,0,1,39.04
1365,"2126532",10262,0,0,1,0,0,44
1366,"2126532",10271,1,0,0,0,0,44
1367,"2126532",10278,1,0,1,0,0,39.04
1368,"2126532",10301,1,0,0,0,0,39.04
1371,"2126532",10384,0,0,1,0,0,68.96
1372,"2126532",10430,1,0,0,0,0,50
1373,"2126847",10074,0,1,0,0,0,65.04
1374,"2126847",10337,4,0,0,0,0,50
1375,"2126946",9941,0,0,4,0,0,65.04
1376,"2126946",10257,0,0,0,1,0,39.04
1377,"2127076",10350,0,0,0,0,2,68.96
1378,"2127076",10360,0,1,0,0,0,65.04
1379,"2127076",10384,0,0,1,0,0,50
1382,"2127308",9818,0,0,0,1,0,48.96
1383,"2127308",10036,0,0,0,1,0,65.04
1384,"2127308",10428,0,1,0,0,0,20
1385,"2127407",9844,0,0,1,0,0,65.04
1386,"2127407",9953,0,0,1,0,1,45.04
1387,"2127498",10018,0,0,0,2,0,48.96
1388,"2127498",10109,0,0,0,0,4,33.28
1389,"2127605",9671,2,0,0,0,0,62
1390,"2127605",9682,1,0,1,0,1,58.96
1391,"2127605",9703,2,2,0,0,0,58.96
1392,"2127621",9683,0,0,0,0,1,58.96
1393,"2127621",9716,2,0,0,0,0,58.96
1394,"2127621",9997,0,0,0,0,1,65.04
1395,"2127621",10016,1,0,0,0,0,65.04
1396,"2127621",10055,1,0,0,0,0,65.04
1397,"2127621",10059,0,0,0,0,2,65.04
1398,"2127621",10077,1,0,0,0,1,65.04
1399,"2127621",10149,1,0,0,0,0,65.04
1400,"2127621",10170,0,0,0,1,0,39.04
1401,"2127621",10399,0,0,0,0,1,68.96
1402,"2127621",10405,0,0,0,0,1,68.96
1403,"2127621",10409,1,0,0,0,0,65.04
1404,"2127803",9732,1,0,0,0,0,58.96
1405,"2127803",9733,1,0,1,0,0,58.96
1406,"2127803",9750,0,0,0,0,2,48.96
1407,"2127803",9840,0,0,0,0,1,48.96
1408,"2127803",9981,1,0,0,0,0,65.04
1409,"2127803",10392,0,0,0,0,1,68.96
1410,"2127936",9665,0,4,0,0,0,62
1411,"2127936",9674,0,1,0,0,0,58.96
1412,"2127936",9677,0,2,0,0,0,58.96
1413,"2127936",9682,0,1,0,0,0,58.96
1414,"2127936",9692,0,1,0,0,0,58.96
1415,"2127936",9699,0,2,0,0,0,58.96
1416,"2128116",9684,0,0,0,1,0,58.96
1417,"2128116",9724,0,0,0,1,0,58.96
1418,"2128116",9899,0,0,0,1,0,48.96
1419,"2128116",10094,0,0,0,1,0,65.04
1420,"2128116",10116,0,0,0,1,0,68.96
1421,"2128116",10165,0,0,0,1,0,68.96
1422,"2128389",9983,2,0,0,0,0,65.04
1423,"2128389",9995,0,1,0,0,0,65.04
1424,"2128389",9996,0,2,0,0,0,65.04
1425,"2128389",10070,0,2,0,0,0,65.04
1426,"2128389",10318,0,2,0,0,0,68.96
1427,"2128447",9708,2,0,0,0,0,58.96
1428,"2128447",9748,1,2,0,0,0,39.04
1429,"2128447",9770,2,2,0,0,0,39.04
1430,"2128447",10261,2,0,0,0,2,44
1431,"2128447",10297,2,1,0,0,2,39.04
1432,"2128595",10379,0,0,0,0,3,68.96
1433,"2128595",10380,1,0,0,0,0,68.96
1434,"2128595",10395,0,0,0,0,2,68.96
1435,"2128595",10398,3,0,0,0,1,68.96
1436,"2128595",10404,6,0,0,0,0,68.96
1437,"2128595",10410,5,0,0,0,1,68.96
1438,"2128595",10426,0,0,0,0,2,68.96
1439,"2128827",10141,0,0,1,0,0,68.96
1440,"2128827",10156,2,0,0,0,1,65.04
1441,"2128884",9773,0,1,0,0,1,39.04
1442,"2128884",9808,0,1,0,0,1,39.04
1444,"2128959",9747,0,0,0,0,2,39.04
1445,"2128959",9773,1,1,0,0,0,39.04
1446,"2128959",9780,0,0,0,0,2,65.04
1447,"2128959",9788,0,0,0,0,2,58.96
1448,"2128959",9799,0,1,0,0,1,65.04
1449,"2128959",9806,0,0,0,0,2,39.04
1450,"2128959",9813,0,0,0,0,2,65.04
1451,"2128959",9835,0,1,0,0,1,65.04
1452,"2128959",9928,0,1,0,0,0,65.04
1453,"2128959",9953,0,0,0,0,1,65.04
1454,"2128959",10107,0,0,0,0,3,33.36
1455,"2128959",10152,0,1,0,0,1,33.04
1456,"2129080",9904,1,0,0,0,0,65.04
1457,"2129080",9919,0,0,0,0,1,65.04
1459,"2129098",9883,0,1,0,0,0,65.04
1460,"2129098",10262,0,1,1,0,0,44
1461,"2129163",9725,0,0,1,0,0,58.96
1462,"2129163",9740,0,0,1,0,0,58.96
1463,"2129163",9774,0,1,0,0,0,39.04
1464,"2129163",10271,0,0,1,0,0,50
1465,"2129361",9774,0,0,1,0,1,39.04
1466,"2129361",9782,0,2,1,0,0,39.04
1467,"2129361",10109,1,0,2,0,0,33.04
1468,"2129528",9663,0,0,0,2,0,62
1469,"2129528",9672,0,0,0,2,0,62
1470,"2129528",9686,0,0,0,2,0,58.96
1471,"2129528",9699,0,0,0,2,0,58.96
1472,"2129528",9706,0,0,0,2,0,58.96
1473,"2129528",9717,0,0,0,2,0,58.96
1474,"2129528",9731,0,0,0,2,0,58.96
1475,"2129528",9749,0,0,0,2,0,58.96
1476,"2129528",9787,0,0,0,1,0,65.04
1477,"2129528",9795,0,0,0,2,0,65.04
1478,"2129528",9801,0,0,0,2,0,65.04
1479,"2129528",9863,0,0,2,0,0,65.04
1480,"2129528",9885,0,0,0,2,0,65.04
1481,"2129528",9902,0,0,0,2,0,65.04
1482,"2129528",9951,1,0,1,0,0,65.04
1483,"2129528",9957,1,0,1,2,0,65.04
1484,"2129528",9967,0,1,0,0,1,65.04
1485,"2129528",9995,0,0,0,1,0,65.04
1486,"2129528",10011,0,0,0,1,0,65.04
1488,"2129528",10042,0,0,2,0,0,65.04
1489,"2129528",10051,2,0,2,0,0,65.04
1490,"2129528",10055,0,2,0,0,0,65.04
1491,"2129528",10060,0,0,4,0,0,65.04
1492,"2129528",10069,3,0,0,0,0,65.04
1493,"2129528",10072,0,2,0,0,0,65.04
1494,"2129528",10080,0,2,0,2,0,65.04
1495,"2129528",10083,0,1,0,0,0,65.04
1496,"2129528",10085,0,3,0,0,0,65.04
1497,"2129528",10105,0,2,0,0,0,65.04
1498,"2129528",10106,0,0,0,1,0,33.04
1499,"2129528",10111,0,3,0,0,0,65.04
1500,"2129528",10121,0,2,0,0,0,68.96
1501,"2129528",10253,0,0,0,2,0,68.96
1502,"2129528",10277,0,0,0,2,0,68.96
1503,"2129528",10307,0,0,0,1,0,68.96
1504,"2129528",10316,0,0,0,2,0,68.96
1505,"2129528",10358,0,2,0,0,0,68.96
1506,"2129528",10379,0,0,1,0,0,50
1507,"2129528",10389,0,2,0,0,0,50
1508,"2129734",9978,0,0,0,0,1,65.04
1509,"2129734",10127,1,0,1,0,0,39.04
1510,"2129734",10279,0,0,0,0,1,68.96
1511,"2129734",10356,0,0,0,1,0,68.96
1512,"2129734",10384,0,0,0,0,1,50
1513,"2129767",9742,0,1,0,0,0,58.96
1514,"2129767",9766,1,1,0,0,0,58.96
1515,"2129767",9906,0,0,0,0,1,65.04
1516,"2129767",9993,0,1,0,0,0,65.04
1517,"2129767",10018,1,0,0,0,0,48.96
1518,"2129767",10098,0,0,0,0,1,65.04
1519,"2129767",10109,0,0,1,0,0,65.04
1520,"2129767",10179,1,0,0,0,0,68.96
1521,"2129767",10304,1,0,0,0,0,68.96
1522,"2129767",10319,1,0,0,0,0,68.96
1523,"2129767",10333,0,1,0,0,0,68.96
1525,"2129767",10451,0,0,3,0,0,50
1526,"2129817",9882,1,0,0,0,0,65.04
1527,"2129817",10021,0,0,5,0,0,48.96
1528,"2129817",10101,0,0,0,0,1,33.04
1529,"2129817",10112,1,0,0,0,0,68.96
1530,"2129817",10135,1,0,0,0,1,68.96
1531,"2129817",10380,0,0,0,0,1,50
1532,"2129817",10427,0,0,0,0,2,50
1533,"2129817",10443,0,0,0,0,1,50
1534,"2129874",9927,1,0,0,0,0,65.04
1535,"2129874",10250,0,0,1,0,0,68.96
1536,"2129940",9934,0,0,0,0,1,50
1537,"2129940",10014,0,0,0,0,1,65.04
1540,"2130351",9871,2,0,2,0,0,65.04
1541,"2130351",9902,1,0,0,0,0,65.04
1542,"2130351",9931,1,0,1,0,1,50
1543,"2130377",9698,1,0,0,0,0,58.96
1544,"2130377",9971,1,0,0,0,0,65.04
1547,"2130377",10298,0,0,0,0,6,39.04
1548,"2130377",10301,0,1,0,0,0,39.04
1549,"2130583",9708,0,0,0,0,2,58.96
1550,"2130583",9710,0,0,1,0,0,58.96
1551,"2130583",9717,2,0,2,0,0,58.96
1552,"2130583",9724,1,0,1,0,0,58.96
1553,"2130583",9731,0,0,0,0,1,58.96
1554,"2130583",9738,2,0,1,0,0,58.96
1555,"2130583",9745,1,0,1,0,0,39.04
1556,"2130583",9752,1,0,2,0,0,58.96
1557,"2130583",9759,0,0,1,0,0,58.96
1558,"2130583",9765,2,0,2,0,1,58.96
1559,"2130583",9773,3,0,1,0,0,65.04
1560,"2130583",9780,3,0,1,0,0,65.04
1561,"2130583",9787,2,0,0,0,0,58.96
1562,"2130583",9794,2,0,0,0,0,65.04
1563,"2130583",9801,1,0,1,0,0,65.04
1564,"2130583",9816,1,0,0,0,0,65.04
1565,"2130583",9822,1,0,0,0,0,65.04
1566,"2130583",9829,2,0,1,0,0,65.04
1567,"2130583",9836,2,0,1,0,0,65.04
1568,"2130583",9843,1,0,1,0,0,65.04
1569,"2130583",9862,0,0,1,0,0,65.04
1570,"2130583",9885,5,0,0,0,0,65.04
1571,"2130583",9892,1,0,0,0,0,65.04
1572,"2130583",9898,1,0,0,0,0,65.04
1573,"2130583",9906,1,0,2,0,0,65.04
1574,"2130583",9920,1,0,0,0,0,65.04
1575,"2130583",9933,1,0,0,0,0,65.04
1576,"2130583",9941,2,0,0,0,0,68.96
1577,"2130583",9976,2,0,0,0,0,65.04
1578,"2130583",9983,1,0,0,0,0,65.04
1579,"2130583",9997,2,0,1,0,0,65.04
1580,"2130583",10011,2,0,0,0,0,65.04
1581,"2130583",10046,1,0,0,0,0,65.04
1582,"2130583",10053,1,0,0,0,0,65.04
1583,"2130583",10060,1,0,0,0,0,65.04
1584,"2130583",10067,2,0,0,0,0,65.04
1585,"2130583",10074,1,0,0,0,0,65.04
1586,"2130583",10081,4,0,0,0,0,65.04
1587,"2130583",10088,2,0,1,0,0,65.04
1588,"2130583",10095,2,0,0,0,0,65.04
1589,"2130583",10102,1,0,0,0,0,65.04
1590,"2130583",10111,4,0,0,0,1,33.04
1591,"2130583",10123,2,0,0,0,0,48.96
1592,"2130583",10130,2,0,0,0,0,48.96
1593,"2130583",10137,2,0,0,0,0,68.96
1594,"2130583",10151,2,0,0,0,0,68.96
1595,"2130583",10158,1,0,0,0,0,68.96
1596,"2130583",10172,2,0,0,0,0,39.04
1597,"2130583",10186,2,0,0,0,0,68.96
1598,"2130583",10228,2,0,0,0,0,65.04
1599,"2130583",10263,1,0,1,0,0,44
1600,"2130583",10284,1,0,0,0,0,68.96
1601,"2130583",10291,1,0,0,0,0,68.96
1602,"2130583",10298,2,0,0,0,0,39.04
1603,"2130583",10312,1,0,0,0,0,68.96
1604,"2130583",10319,1,0,0,0,0,68.96
1605,"2130583",10339,2,0,0,0,0,68.96
1606,"2130583",10438,4,0,0,0,0,68.96
1607,"2130583",10452,1,0,0,0,0,68.96
1608,"2130641",9763,1,0,0,0,0,58.96
1609,"2130641",9783,0,1,0,0,0,65.04
1610,"2130641",9821,3,0,0,0,0,65.04
1611,"2130641",9843,1,4,0,0,0,65.04
1612,"2130641",9913,2,0,0,1,0,65.04
1613,"2130807",9726,1,0,0,0,0,58.96
1614,"2130807",9745,1,0,0,0,0,39.04
1615,"2130807",9770,1,0,0,0,0,39.04
1616,"2130807",10008,1,0,0,0,0,65.04
1617,"2130807",10172,2,0,1,0,2,39.04
1618,"2130807",10266,2,0,0,0,0,44
1619,"2130914",10109,1,0,0,0,1,33.04
1620,"2130914",10260,1,0,0,0,0,68.96
1621,"2130914",10278,2,0,0,0,0,39.04
1623,"2130948",9687,0,0,2,0,0,58.96
1624,"2130948",9701,0,0,4,0,0,58.96
1625,"2130948",9715,0,0,2,0,0,58.96
1626,"2130948",9722,0,0,2,0,0,58.96
1629,"2130948",9754,2,0,2,0,0,58.96
1630,"2130948",9763,2,0,2,0,0,58.96
1631,"2130948",9903,0,0,2,0,0,65.04
1632,"2130948",9925,0,0,2,0,0,65.04
1633,"2130948",9942,0,0,2,0,0,65.04
1634,"2130948",10013,0,0,2,0,0,48.96
1635,"2130948",10035,0,0,2,0,0,65.04
1636,"2130948",10366,0,0,1,0,0,68.96
1638,"2131250",9669,2,0,0,0,0,58.96
1639,"2131250",9684,4,0,0,0,0,58.96
1640,"2131250",9692,2,0,0,0,0,58.96
1641,"2131250",9721,1,0,0,0,0,58.96
1642,"2131250",9729,1,0,0,0,0,58.96
1643,"2131250",9737,1,0,0,0,0,58.96
1644,"2131250",9742,1,0,0,0,0,58.96
1645,"2131250",9755,1,0,0,0,0,58.96
1646,"2131250",9763,1,0,0,0,0,58.96
1647,"2131250",9769,2,0,0,0,0,58.96
1648,"2131250",9781,2,0,0,0,0,65.04
1649,"2131250",9927,1,0,0,0,0,65.04
1650,"2131250",9980,1,0,0,0,0,65.04
1651,"2131250",9995,2,0,0,0,0,65.04
1652,"2131250",10055,2,0,0,0,0,65.04
1653,"2131250",10099,1,0,0,0,0,65.04
1655,"2131466",10173,2,0,0,0,0,68.96
1656,"2131466",10297,1,0,0,0,0,68.96
1657,"2131508",10053,1,0,0,0,0,65.04
1658,"2131508",10430,0,2,0,0,0,24.96
1661,"2132019",9983,1,0,0,0,0,65.04
1662,"2132019",10347,0,0,2,0,0,68.96
1663,"2132290",9666,0,0,1,0,1,58.96
1665,"2132290",9672,0,0,0,0,1,58.96
1666,"2132290",9673,0,0,0,1,0,58.96
1667,"2132290",9680,7,0,0,0,0,58.96
1668,"2132290",9687,1,0,0,0,0,63.04
1669,"2132290",9688,1,0,1,0,0,58.96
1671,"2132290",9694,1,0,0,0,1,58.96
1672,"2132290",9701,1,0,0,0,0,58.96
1673,"2132290",9708,1,0,0,0,0,58.96
1676,"2132290",9743,0,0,0,0,1,58.96
1677,"2132290",9750,1,0,0,0,1,58.96
1679,"2132290",9765,1,0,0,0,0,58.96
1680,"2132290",9771,1,0,0,0,0,58.96
1684,"2132290",9785,0,0,0,0,1,65.04
1687,"2132290",9806,1,0,0,0,0,65.04
1688,"2132290",9813,1,0,0,0,1,65.04
1689,"2132290",9820,0,0,0,0,1,65.04
1692,"2132290",9841,1,0,1,0,0,65.04
1693,"2132290",9851,1,0,0,0,2,65.04
1694,"2132290",9855,1,0,0,0,1,65.04
1695,"2132290",9863,1,0,0,0,1,65.04
1697,"2132290",9876,1,0,0,0,0,65.04
1698,"2132290",9883,0,0,0,0,1,65.04
1699,"2132290",9894,1,0,0,0,0,65.04
1700,"2132290",9897,1,0,0,0,0,65.04
1701,"2132290",9904,0,0,0,0,1,65.04
1702,"2132290",9911,1,0,0,0,1,55.04
1703,"2132290",9918,0,0,0,0,2,65.04
1704,"2132290",9925,0,0,1,0,2,33.04
1706,"2132290",9938,1,0,0,0,2,65.04
1707,"2132290",9946,0,0,0,0,1,55.04
1708,"2132290",9952,0,0,0,0,2,65.04
1709,"2132290",9959,1,0,0,0,0,65.04
1710,"2132290",9967,0,0,0,0,1,65.04
1711,"2132290",9974,1,0,0,0,1,65.04
1712,"2132290",9981,1,0,0,0,1,65.04
1713,"2132290",9988,0,0,0,0,7,65.04
1714,"2132290",9995,8,0,0,0,0,65.04
1715,"2132290",10001,0,0,1,0,1,50
1718,"2132290",10023,0,0,0,0,5,65.04
1720,"2132290",10037,1,0,0,0,1,65.04
1723,"2132290",10065,1,0,0,0,1,65.04
1725,"2132290",10079,1,0,0,0,1,65.04
1727,"2132290",10101,1,0,0,0,0,65.04
1728,"2132290",10107,1,0,0,0,0,65.04
1729,"2132290",10114,1,0,0,0,0,68.96
1730,"2132290",10120,0,0,0,0,1,68.96
1731,"2132290",10128,1,0,0,0,1,68.96
1733,"2132290",10149,0,0,0,0,6,68.96
1734,"2132290",10156,1,0,0,0,1,68.96
1735,"2132290",10170,1,0,0,1,0,68.96
1736,"2132290",10177,1,0,0,0,1,68.96
1737,"2132290",10184,0,0,0,0,1,68.96
1739,"2132290",10211,1,0,0,0,1,68.96
1740,"2132290",10218,1,0,0,0,0,65.04
1741,"2132290",10232,0,0,0,0,1,68.96
1742,"2132290",10240,1,0,0,0,1,68.96
1743,"2132290",10247,1,0,0,0,0,68.96
1745,"2132290",10275,0,0,0,0,1,68.96
1746,"2132290",10282,0,0,0,0,1,68.96
1747,"2132290",10289,1,0,0,0,0,68.96
1748,"2132290",10310,0,0,0,0,1,68.96
1749,"2132290",10317,1,0,0,0,0,68.96
1750,"2132290",10324,1,0,0,0,0,68.96
1751,"2132290",10331,1,0,0,0,1,68.96
1753,"2132290",10352,1,0,1,0,0,68.96
1754,"2132290",10359,0,0,0,0,1,68.96
1755,"2132290",10366,1,0,0,0,0,68.96
1756,"2132290",10380,1,0,0,0,0,68.96
1759,"2132290",10408,1,0,0,0,0,68.96
1760,"2132290",10428,0,0,1,0,0,68.96
1762,"2132290",10436,0,0,1,0,0,68.96
1764,"2132290",10450,1,0,0,0,0,68.96
1765,"2132290",10457,0,0,1,0,0,68.96
1766,"2132555",9703,2,0,1,0,1,58.96
1767,"2132555",9909,2,0,0,0,0,50
1768,"2133033",10208,0,1,0,0,0,68.96
1769,"2133033",10327,0,1,0,0,0,68.96
1770,"2133066",9807,1,0,1,0,2,39.04
1771,"2133066",9824,0,0,2,0,2,48.96
1772,"2133066",9992,0,0,2,0,2,48.96
1773,"2133066",9998,0,0,3,0,0,39.04
1774,"2133066",10109,0,0,3,0,0,33.36
1775,"2133066",10285,1,0,1,0,0,68.96
1776,"2133066",10358,0,0,1,0,0,68.96
1777,"2133108",9809,0,0,0,4,0,39.04
1778,"2133108",10435,0,0,0,4,0,24.96
1779,"2133207",9941,0,0,0,0,1,65.04
1780,"2133207",10039,0,0,0,1,0,65.04
1781,"2133272",9902,2,0,1,0,0,65.04
1782,"2133272",9924,1,0,0,0,0,65.04
1783,"2133272",9935,1,0,0,0,0,50
1784,"2133272",9941,0,1,0,0,0,65.04
1785,"2133272",9948,1,0,0,0,0,65.04
1786,"2133272",9955,0,0,0,1,0,65.04
1788,"2133272",9976,1,0,0,0,0,65.04
1789,"2133272",9991,1,0,0,0,0,65.04
1790,"2133272",10109,3,0,0,0,0,33.36
1791,"2133272",10284,1,0,0,0,0,68.96
1792,"2133272",10291,1,0,0,0,0,68.96
1793,"2133272",10312,2,0,0,0,0,65.04
1794,"2133272",10326,2,0,1,0,0,68.96
1795,"2133272",10334,2,0,1,0,0,68.96
1796,"2133272",10341,0,0,1,0,0,50
1797,"2133272",10348,1,0,1,0,0,68.96
1798,"2133272",10388,0,0,2,0,0,50
1799,"2133330",9954,2,0,0,0,0,65.04
1800,"2133330",9973,2,0,0,0,0,65.04
1801,"2133330",9976,1,0,0,0,0,65.04
1802,"2133330",9981,0,0,1,0,1,65.04
1803,"2133330",10270,2,0,1,0,1,58.96
1804,"2133330",10275,1,0,0,0,0,68.96
1805,"2133330",10309,1,0,1,0,0,68.96
1807,"2133330",10353,1,0,0,0,0,68.96
1808,"2133330",10431,0,0,1,0,0,68.96
1809,"2133330",10456,0,0,1,0,0,68.96
1810,"2133413",9770,0,0,0,5,0,39.04
1811,"2133413",9988,0,0,0,2,0,48.96
1812,"2133413",10108,0,0,0,6,0,33.2
1813,"2133496",9706,0,1,0,0,0,58.96
1814,"2133496",9769,0,1,1,0,0,58.96
1815,"2133496",9810,0,0,0,1,1,65.04
1816,"2133496",9820,0,2,1,0,0,65.04
1817,"2133496",9825,0,1,0,0,0,65.04
1818,"2133496",9974,0,1,0,0,0,65.04
1820,"2133496",10083,0,2,0,0,0,65.04
1821,"2133496",10231,1,0,1,0,0,68.96
1822,"2133496",10285,1,0,0,0,0,68.96
1823,"2133496",10288,0,2,0,0,0,68.96
1824,"2133496",10323,0,2,0,0,0,68.96
1825,"2133496",10403,5,0,1,0,0,50
1826,"2133496",10426,0,2,0,0,0,50
1827,"2133496",10446,0,0,1,0,1,50
1830,"2133611",10109,0,0,1,0,0,33.04
1831,"2133611",10172,0,0,1,0,0,39.04
1832,"2133660",9747,1,0,0,0,0,58.96
1833,"2133660",9750,0,1,0,0,0,58.96
1834,"2133660",10215,0,0,0,1,0,68.96
1835,"2133983",10143,1,0,0,0,0,68.96
1836,"2133983",10345,1,0,0,0,0,68.96
1837,"2133983",10366,0,0,0,0,1,68.96
1838,"2133983",10380,1,1,1,0,0,50
1839,"2134023",9806,1,0,0,0,1,39.04
1840,"2134023",10160,0,0,0,0,1,68.96
1841,"2134122",9679,0,0,0,0,1,58.96
1842,"2134122",9683,1,0,1,0,0,58.96
1843,"2134122",9687,0,0,0,0,1,58.96
1844,"2134122",9689,0,0,0,0,2,58.96
1846,"2134122",9700,0,0,1,0,0,58.96
1847,"2134122",9711,0,0,1,0,2,58.96
1848,"2134122",9723,0,0,1,0,1,58.96
1849,"2134122",9741,0,0,1,0,2,58.96
1850,"2134122",9749,0,0,1,0,0,58.96
1851,"2134122",9761,0,0,0,0,2,58.96
1852,"2134122",9816,0,0,1,0,2,58.96
1853,"2134122",9884,2,0,0,0,1,65.04
1854,"2134122",9932,0,0,0,0,6,50
1855,"2134122",10000,0,0,1,0,0,65.04
1856,"2134122",10108,0,0,1,0,1,33.04
1857,"2134122",10111,1,0,1,0,0,33.04
1858,"2134122",10142,0,0,10,0,0,68.96
1859,"2134122",10254,0,0,1,0,1,68.96
1860,"2134122",10289,0,0,2,0,1,68.96
1861,"2134122",10359,1,0,0,0,0,68.96
1862,"2134288",9669,0,0,0,0,2,58.96
1863,"2134288",9685,1,0,0,0,0,58.96
1864,"2134288",9730,2,1,0,0,0,58.96
1865,"2134288",9733,2,0,0,0,0,58.96
1866,"2134288",9857,1,0,0,0,0,65.04
1867,"2134288",9876,2,0,0,0,0,65.04
1868,"2134288",9896,1,0,0,0,0,65.04
1869,"2134288",9935,1,0,0,0,0,50
1870,"2134288",9959,1,0,0,0,0,65.04
1871,"2134288",10022,1,0,0,0,0,65.04
1872,"2134288",10024,1,0,0,0,0,65.04
1873,"2134288",10032,1,0,0,0,0,65.04
1874,"2134288",10129,1,1,0,0,0,45.04
1875,"2134288",10135,1,1,0,0,0,68.96
1876,"2134288",10160,3,0,0,0,0,65.04
1877,"2134288",10174,1,1,0,0,1,65.04
1878,"2134288",10181,1,0,0,0,0,68.96
1879,"2134288",10197,1,1,0,0,0,65.04
1880,"2134288",10232,1,1,0,0,0,68.96
1881,"2134288",10262,2,1,0,0,1,44
1882,"2134288",10282,1,0,0,0,0,65.04
1883,"2134288",10320,1,0,0,0,0,65.04
1884,"2134452",9918,1,0,1,0,0,68.96
1885,"2134452",10073,1,0,0,0,0,65.04
1886,"2134478",10111,0,0,0,1,0,33.04
1887,"2134478",10303,2,0,0,0,0,68.96
1888,"2134676",9698,0,0,0,0,1,58.96
1889,"2134676",9700,1,1,0,0,0,58.96
1892,"2134676",9892,0,0,0,0,1,65.04
1896,"2134676",10025,0,1,0,0,1,65.04
1897,"2134676",10030,0,1,0,0,0,65.04
1898,"2134676",10299,0,0,1,0,0,68.96
1900,"2134676",10424,0,0,2,0,0,68.96
1901,"2134676",10446,0,0,1,0,0,68.96
1902,"2134874",10018,0,0,0,0,1,48.96
1903,"2134874",10317,0,0,0,0,2,68.96
1904,"2135251",9811,0,0,0,0,1,39.04
1905,"2135251",10424,1,0,1,0,0,50
1906,"2135301",9677,0,0,0,1,0,58.96
1907,"2135301",9805,1,0,0,0,0,39.04
1908,"2135384",9810,0,2,0,0,0,39.04
1909,"2135384",10108,2,2,0,1,0,33.04
1910,"2135384",10147,1,0,1,0,0,68.96
1911,"2135681",9794,0,0,0,1,0,65.04
1912,"2135681",10169,2,0,0,0,1,39.04
1913,"2135996",10027,0,1,0,0,0,65.04
1914,"2135996",10064,0,1,0,0,0,65.04
1915,"2135996",10100,1,1,0,0,0,65.04
1916,"2135996",10194,0,1,0,0,0,68.96
1917,"2135996",10316,0,1,0,0,0,68.96
1918,"2136069",9746,1,2,0,0,0,39.04
1919,"2136069",9771,1,1,0,0,0,39.04
1920,"2136531",10168,0,0,0,0,1,68.96
1921,"2136531",10173,1,0,0,0,0,68.96
1922,"2136531",10184,0,1,0,0,0,68.96
1923,"2136531",10197,1,0,0,0,0,68.96
1924,"2136531",10203,1,0,1,0,0,68.96
1925,"2136531",10210,1,1,0,0,0,68.96
1926,"2136531",10214,0,1,0,0,0,68.96
1928,"2136531",10230,3,0,0,0,0,68.96
1929,"2136531",10235,1,1,0,0,0,68.96
1930,"2136531",10243,1,1,0,0,0,68.96
1931,"2136531",10248,1,0,0,0,0,68.96
1932,"2136531",10253,0,0,0,0,1,68.96
1933,"2136531",10271,1,1,0,0,0,68.96
1934,"2136531",10280,1,0,0,0,1,68.96
1935,"2136531",10284,1,0,0,0,0,68.96
1936,"2136531",10307,1,1,0,0,0,68.96
1937,"2136531",10382,1,0,0,0,0,50
1939,"2136531",10401,0,0,2,0,0,68.96
1940,"2136531",10403,0,0,3,0,0,68.96
1942,"2136531",10410,0,2,0,0,0,68.96
1943,"2136531",10421,1,0,0,0,0,68.96
1944,"2136531",10446,0,0,1,0,1,50
1945,"2136531",10450,0,2,0,0,0,50
1947,"2136697",9666,1,0,1,0,0,62
1949,"2136697",10432,1,1,0,0,0,68.96
1950,"2136960",9878,2,0,0,0,0,65.04
1951,"2136960",9979,0,0,1,0,0,65.04
1952,"2136960",10105,0,0,1,0,0,65.04
1953,"2136960",10450,0,0,1,0,0,68.96
1954,"2137067",9882,0,0,0,1,0,65.04
1955,"2137067",9904,0,0,0,1,0,65.04
1957,"2137380",9743,1,0,1,0,0,58.96
1958,"2137380",9769,0,0,1,0,0,58.96
1959,"2137380",10343,2,0,0,0,0,50
1960,"2137687",9774,0,1,1,0,0,65.04
1961,"2137687",10046,11,0,0,0,0,65.04
1962,"2137687",10091,4,0,0,0,0,65.04
1963,"2137687",10278,1,0,0,0,0,68.96
1964,"2137745",9669,2,0,0,0,0,58.96
